-964|26.442423659256065
-786|-686.8524139876466
-401|-933.6926840765725
-644|-43.83437460619575
-112|826.3024410340752
957|264.6450156497367
-247|34.463421062818725
-663|862.1072809120321
835|-923.6376779909707
-771|671.9461995232434
-435|224.0083966999971
-873|-403.0563287954212
-971|-958.9529265987882
-350|678.1813174473164
737|-449.79327333007336
-237|-216.00723427860748
-60|504.52384108726756
-996|386.3727087502964
914|-709.8186838603929
16|-108.22434404880266
147|-76.46410722471524
396|357.35725945669196
737|-277.8337084738838
-95|-176.95626379030034
699|-98.43180070476797
-430|-455.81316864890914
-688|-659.2313991769258
665|-434.7245479211832
-185|679.5001511388405
-328|249.40572239092353
872|603.1531393877151
113|-862.1091792854123
933|-259.4415859337928
773|125.84101120393211
-240|-334.56059806015
-950|-604.2623230161848
-67|716.457389009325
888|426.47400954704995
-244|432.69709239016584
-771|-997.3161538472007
411|189.05003437108508
-338|-901.0018788866543
-974|512.9189830508558
656|898.3846377630043
-154|-556.8841238797525
482|-595.074964012122
184|681.4812406186888
-263|-926.0151754022328
769|-12.843168202238758
184|217.83435765893955
-339|-89.55981851568367
-935|852.4275963844643
595|521.5634203000693
-978|849.1815682853423
702|990.0901836959285
-409|-914.275421493844
215|644.3927794348642
308|-384.8558022206432
886|-362.37853836172064
-721|130.62358379443617
-324|-228.5963786295764
391|-586.5856936819582
-864|369.59849088211286
313|-172.0134795059363
618|316.70399909027014
-333|72.52974680669058
-573|739.6306124092846
798|395.2838635483133
-375|-133.45504498875505
-769|695.81148888498
668|-492.66778969866823
-691|667.4936577313749
272|420.7103089600855
-934|-147.27386886731983
516|403.95117220232214
-493|225.38113578741172
-301|218.3629983081828
-156|-344.1627833604015
499|923.4219040950902
-221|-250.7275695887763
-396|-731.5565966881361
580|-877.9375059251036
-357|645.9692433809755
926|530.5024169086962
122|507.516283113119
125|-656.1379034460431
-562|-78.22760874241669
-249|9.886788216083346
951|-994.6149957653074
7|-995.2036563986213
-767|927.7065005170048
346|417.7233385372242
-815|356.2275189253087
9|688.5878097536192
-766|-718.394724983388
718|526.0308342832266
6|-833.9089909355641
865|-937.0642553400248
520|-693.7336256518219
456|208.4905751733645
-929|420.0295090311545
